DES,T/K,V/cP,MCI,Avg Molar, omega
DES13,297.75,0.083,0.083333712,147.54,4.5794
DES25,295.45,1.1475,1.081712232,134.52,6.6294
DES10,303.95,0.134,0.131258535,99.7,4.3641
DES28,314.75,0.194,0.179870628,201.94,6.8446
DES4,306.25,0.0199,0.019370319,77.58,2.5238
DES25,307.85,0.4932,0.403840225,134.52,6.6294
DES45,306.25,0.071,0.072030972,177.72,8.4242
DES22,306.25,0.8479,0.837972833,179.6,4.5615
DES30,293.05,0.521,0.519161975,183.3,9.2857
DES41,312.45,0.125,0.122156129,236.27,3.542
DES12,309.35,0.046,0.046587684,146.7,3.3588
DES4,310.15,0.0179,0.016724265,77.58,2.5238
DES12,319.35,0.031,0.031530978,146.7,3.3588
DES3,319.35,0.0189,0.016081696,81.46,2.1223
DES41,317.05,0.101,0.100171964,236.27,3.542
DES29,323.25,0.119,0.10746465,191.58,8.0651
DES44,300.85,0.103,0.103152195,184.61,7.2036
DES9,310.15,0.109,0.108075388,101.61,3.6749
DES40,306.25,0.243,0.252612639,207.24,5.7679
DES39,311.65,0.223,0.227565528,168.09,5.0786
DES38,309.35,0.324,0.31782325,149.67,4.3893
DES24,311.65,0.3077,0.315362674,145.13,5.9401
DES23,294.65,1.6957,1.581972413,158.39,5.2508
DES22,303.25,1.1272,1.062835929,179.6,4.5615
DES11,314.75,0.036,0.036563814,144.91,2.1383
DES7,320.15,0.083,0.085759198,107.78,2.2963
DES39,297.05,0.659,0.62136259,168.09,5.0786
DES8,313.95,0.098,0.099926716,103.98,2.9856
DES9,312.45,0.097,0.095878374,101.61,3.6749
DES27,302.45,0.417,0.404973723,218.5,5.6241
DES4,321.65,0.0129,0.011333099,77.58,2.5238
DES38,300.15,0.646,0.604683446,149.67,4.3893
DES19,318.65,0.0447,0.046012489,121.1,4.789
DES8,300.15,0.223,0.22211192,103.98,2.9856
DES34,323.25,0.029,0.029737603,114.13,3.9275
DES39,296.25,0.707,0.663159404,168.09,5.0786
DES3,317.05,0.0199,0.017414515,81.46,2.1223
DES4,303.95,0.0219,0.021208997,77.58,2.5238
DES29,297.05,0.466,0.452610531,191.58,8.0651
DES2,318.65,0.0189,0.017698887,87.66,1.7208
DES23,323.25,0.1773,0.208300374,158.39,5.2508
DES35,298.55,0.0815,0.079296958,103.72,4.329
DES13,299.35,0.076,0.076845036,147.54,4.5794
DES13,297.05,0.086,0.086405155,147.54,4.5794
DES23,301.65,0.9089,0.848374647,158.39,5.2508
DES20,320.95,0.0402,0.042779711,109.3,5.1905
DES30,300.95,0.314,0.301486705,183.3,9.2857
DES36,305.55,0.587,0.564260334,128.94,3.0108
DES2,293.15,0.0489,0.051962004,87.66,1.7208
DES38,318.65,0.178,0.185339614,149.67,4.3893
DES33,305.55,0.074,0.071001556,127.15,3.526
DES3,321.65,0.0169,0.014887366,81.46,2.1223
DES4,296.25,0.0289,0.029450063,77.58,2.5238
DES28,316.25,0.181,0.166942504,201.94,6.8446
DES4,294.65,0.0309,0.03169595,77.58,2.5238
DES13,306.25,0.055,0.05550844,147.54,4.5794
DES30,320.15,0.119,0.10870125,183.3,9.2857
DES19,320.95,0.0406,0.041952707,121.1,4.789
DES44,306.25,0.079,0.079655482,184.61,7.2036
DES35,300.15,0.0749,0.07288105,103.72,4.329
DES12,320.95,0.03,0.0297726,146.7,3.3588
DES23,300.85,0.9705,0.906009639,158.39,5.2508
DES25,315.55,0.3244,0.247556477,134.52,6.6294
DES19,296.25,0.1396,0.139115644,121.1,4.789
DES25,310.15,0.4326,0.346111955,134.52,6.6294
DES44,319.35,0.043,0.046339449,184.61,7.2036
DES30,316.25,0.14,0.130201672,183.3,9.2857
DES37,315.55,0.256,0.255064099,138.15,3.7
DES35,316.25,0.0346,0.0350122,103.72,4.329
DES12,296.25,0.085,0.086084788,146.7,3.3588
DES40,313.95,0.146,0.160752931,207.24,5.7679
DES32,293.85,0.1658,0.166076214,147.97,3.1245
DES37,314.75,0.267,0.266977688,138.15,3.7
DES4,311.65,0.0169,0.015839953,77.58,2.5238
DES18,300.15,0.1053,0.109739392,135.86,4.3875
DES28,313.25,0.209,0.19417832,201.94,6.8446
DES20,299.35,0.1219,0.121079715,109.3,5.1905
DES32,297.85,0.1349,0.131249756,147.97,3.1245
DES24,313.25,0.2771,0.285716738,145.13,5.9401
DES36,306.25,0.554,0.53827097,128.94,3.0108
DES32,293.15,0.1724,0.173394896,147.97,3.1245
DES3,310.15,0.0239,0.022471701,81.46,2.1223
DES9,293.85,0.3,0.299134064,101.61,3.6749
DES25,302.45,0.6885,0.598787001,134.52,6.6294
DES23,307.05,0.568,0.561491331,158.39,5.2508
DES36,297.75,1.077,1.005471973,128.94,3.0108
DES7,322.45,0.074,0.077112769,107.78,2.2963
DES7,310.95,0.135,0.137051345,107.78,2.2963
DES5,312.45,0.0139,0.013253182,74.48,2.9253
DES43,300.85,0.117,0.116509961,193.22,5.9831
DES11,303.25,0.057,0.059429946,144.91,2.1383
DES38,313.95,0.233,0.240547857,149.67,4.3893
DES4,322.45,0.0129,0.011054294,77.58,2.5238
DES35,322.45,0.0271,0.0276261,103.72,4.329
DES37,319.35,0.204,0.20717779,138.15,3.7
DES8,300.85,0.211,0.212145383,103.98,2.9856
DES44,308.65,0.07,0.071525112,184.61,7.2036
DES38,297.75,0.77,0.731845637,149.67,4.3893
DES42,321.65,0.054,0.057330359,207.0,4.7626
DES2,300.15,0.0359,0.036967042,87.66,1.7208
DES13,300.15,0.073,0.073854963,147.54,4.5794
DES36,320.15,0.223,0.238629352,128.94,3.0108
DES30,297.85,0.383,0.369105862,183.3,9.2857
DES20,314.75,0.0543,0.055575043,109.3,5.1905
DES8,304.75,0.164,0.166189712,103.98,2.9856
DES27,294.65,0.707,0.693485598,218.5,5.6241
DES17,318.55,0.0459,0.053937764,159.48,3.986
DES11,315.55,0.035,0.035457315,144.91,2.1383
DES45,310.15,0.059,0.060719455,177.72,8.4242
DES37,322.45,0.171,0.176622372,138.15,3.7
DES15,321.65,0.033,0.031448134,148.49,7.0204
DES27,314.75,0.218,0.202108113,218.5,5.6241
DES28,296.25,0.563,0.547702508,201.94,6.8446
DES41,310.15,0.139,0.135651177,236.27,3.542
DES34,317.05,0.0374,0.037667651,114.13,3.9275
DES13,308.65,0.05,0.04998689,147.54,4.5794
DES22,295.45,2.3481,2.159247637,179.6,4.5615
DES39,310.95,0.234,0.237220864,168.09,5.0786
DES42,318.55,0.061,0.064552201,207.0,4.7626
DES5,311.65,0.0139,0.013625435,74.48,2.9253
DES14,309.35,0.049,0.049062888,148.07,5.7999
DES28,294.65,0.629,0.616142531,201.94,6.8446
DES35,297.05,0.088,0.08601859,103.72,4.329
DES22,307.85,0.7412,0.743089035,179.6,4.5615
DES42,320.95,0.055,0.05885978,207.0,4.7626
DES25,314.75,0.3376,0.259583348,134.52,6.6294
DES22,301.65,1.3006,1.215217222,179.6,4.5615
DES15,307.85,0.055,0.054220259,148.49,7.0204
DES6,306.25,0.213,0.186847862,115.87,1.607
DES44,310.15,0.065,0.067009287,184.61,7.2036
DES20,306.25,0.0836,0.083227141,109.3,5.1905
DES43,297.85,0.137,0.136265905,193.22,5.9831
DES33,317.05,0.0431,0.042733362,127.15,3.526
DES29,322.45,0.122,0.111282529,191.58,8.0651
DES30,313.25,0.162,0.150818009,183.3,9.2857
DES45,317.85,0.041,0.044598088,177.72,8.4242
DES2,298.55,0.0379,0.039817213,87.66,1.7208
DES29,312.45,0.192,0.179275184,191.58,8.0651
DES19,313.95,0.0542,0.056149761,121.1,4.789
DES36,319.35,0.237,0.248707356,128.94,3.0108
DES36,310.95,0.405,0.398903523,128.94,3.0108
DES10,321.65,0.057,0.054524041,99.7,4.3641
DES29,298.55,0.419,0.408178689,191.58,8.0651
DES23,310.95,0.4183,0.429170432,158.39,5.2508
DES22,304.75,0.9741,0.94174441,179.6,4.5615
DES10,300.15,0.166,0.164877694,99.7,4.3641
DES33,321.65,0.0356,0.035721184,127.15,3.526
DES29,300.95,0.363,0.34830228,191.58,8.0651
DES28,317.85,0.166,0.154492452,201.94,6.8446
DES36,310.15,0.425,0.418948358,128.94,3.0108
DES35,314.75,0.0374,0.037201231,103.72,4.329
DES8,307.05,0.143,0.145140057,103.98,2.9856
DES36,323.25,0.192,0.204358821,128.94,3.0108
DES38,323.25,0.14,0.146530684,149.67,4.3893
DES11,302.45,0.059,0.061683621,144.91,2.1383
DES35,302.45,0.0674,0.064824415,103.72,4.329
DES12,303.95,0.058,0.059047899,146.7,3.3588
DES5,310.15,0.0149,0.014363893,74.48,2.9253
DES15,297.05,0.091,0.090982866,148.49,7.0204
DES36,300.15,0.909,0.832479465,128.94,3.0108
DES7,317.85,0.093,0.095765456,107.78,2.2963
DES35,317.85,0.0327,0.032867636,103.72,4.329
DES43,320.95,0.045,0.048782256,193.22,5.9831
DES13,293.05,0.107,0.107227881,147.54,4.5794
DES15,301.65,0.072,0.072135615,148.49,7.0204
DES37,323.25,0.165,0.169727804,138.15,3.7
DES7,313.25,0.119,0.121024393,107.78,2.2963
DES33,306.25,0.0712,0.068649483,127.15,3.526
DES7,314.75,0.109,0.111898813,107.78,2.2963
DES40,294.65,0.595,0.580730792,207.24,5.7679
DES40,309.35,0.195,0.208895188,207.24,5.7679
DES7,302.45,0.227,0.228098317,107.78,2.2963
DES27,297.05,0.591,0.58196428,218.5,5.6241
DES3,323.25,0.0169,0.01412876,81.46,2.1223
DES5,314.75,0.0129,0.012259197,74.48,2.9253
DES24,303.95,0.5495,0.532210821,145.13,5.9401
DES45,322.45,0.034,0.037684266,177.72,8.4242
DES30,318.65,0.127,0.116357869,183.3,9.2857
DES19,317.05,0.0473,0.049160081,121.1,4.789
DES36,315.55,0.297,0.305200032,128.94,3.0108
DES15,320.15,0.035,0.033194082,148.49,7.0204
DES3,306.25,0.0269,0.026264253,81.46,2.1223
DES5,303.25,0.0189,0.018591275,74.48,2.9253
DES35,307.05,0.0534,0.051980076,103.72,4.329
DES28,303.25,0.356,0.342437801,201.94,6.8446
DES39,320.15,0.133,0.143098364,168.09,5.0786
DES24,310.95,0.3243,0.329609874,145.13,5.9401
DES12,299.35,0.072,0.073516457,146.7,3.3588
DES11,299.35,0.069,0.07159908,144.91,2.1383
DES14,313.95,0.041,0.04063518,148.07,5.7999
DES41,297.85,0.259,0.256291923,236.27,3.542
DES14,311.65,0.045,0.044576927,148.07,5.7999
DES41,308.65,0.15,0.145559834,236.27,3.542
DES10,313.95,0.08,0.077370532,99.7,4.3641
DES11,313.25,0.038,0.038770553,144.91,2.1383
DES30,311.65,0.174,0.163630522,183.3,9.2857
DES27,303.95,0.379,0.368739647,218.5,5.6241
DES24,314.75,0.2488,0.261178153,145.13,5.9401
DES44,316.25,0.049,0.052178201,184.61,7.2036
DES13,320.15,0.033,0.031806,147.54,4.5794
DES36,308.65,0.478,0.46026302,128.94,3.0108
DES19,302.45,0.0962,0.097959342,121.1,4.789
DES6,302.45,0.263,0.236991597,115.87,1.607
DES2,322.45,0.0174,0.015565859,87.66,1.7208
DES20,318.55,0.0451,0.047200881,109.3,5.1905
DES4,300.95,0.0239,0.023989008,77.58,2.5238
DES44,313.25,0.056,0.058838481,184.61,7.2036
DES25,320.15,0.2637,0.190989818,134.52,6.6294
DES32,320.15,0.0468,0.046078367,147.97,3.1245
DES43,313.95,0.062,0.064080885,193.22,5.9831
DES45,295.45,0.124,0.123066101,177.72,8.4242
DES14,307.85,0.053,0.052327035,148.07,5.7999
DES10,307.05,0.113,0.110280388,99.7,4.3641
DES2,314.75,0.0219,0.020337651,87.66,1.7208
DES32,307.05,0.0862,0.081259224,147.97,3.1245
DES42,303.25,0.127,0.126915352,207.0,4.7626
DES28,312.45,0.218,0.202436372,201.94,6.8446
DES6,300.15,0.301,0.276210635,115.87,1.607
DES27,317.85,0.186,0.173561351,218.5,5.6241
DES14,301.65,0.069,0.069471982,148.07,5.7999
DES28,318.65,0.1611,0.148734128,201.94,6.8446
DES30,317.85,0.131,0.12074154,183.3,9.2857
DES17,313.95,0.0569,0.065333175,159.48,3.986
DES22,316.25,0.3608,0.421498195,179.6,4.5615
DES19,306.25,0.0786,0.080516547,121.1,4.789
DES7,319.35,0.086,0.089072652,107.78,2.2963
DES22,302.45,1.2079,1.135724791,179.6,4.5615
DES35,303.25,0.0646,0.06230409,103.72,4.329
DES41,305.55,0.174,0.169365093,236.27,3.542
DES28,303.95,0.339,0.327916452,201.94,6.8446
DES4,314.75,0.0159,0.014208389,77.58,2.5238
DES17,299.35,0.1273,0.1332857,159.48,3.986
DES27,300.95,0.466,0.446058318,218.5,5.6241
DES28,313.95,0.199,0.187318514,201.94,6.8446
DES32,299.35,0.1255,0.120709803,147.97,3.1245
DES36,293.05,1.51,1.505338729,128.94,3.0108
DES27,296.25,0.631,0.616342613,218.5,5.6241
DES39,313.25,0.199,0.207371957,168.09,5.0786
DES25,300.95,0.7623,0.673986917,134.52,6.6294
DES22,303.95,1.0474,1.003958236,179.6,4.5615
DES20,321.65,0.0389,0.041597463,109.3,5.1905
DES13,303.95,0.061,0.061609711,147.54,4.5794
DES8,311.65,0.11,0.112588662,103.98,2.9856
DES3,320.15,0.0179,0.015651528,81.46,2.1223
DES13,296.25,0.09,0.090104757,147.54,4.5794
DES11,320.15,0.03,0.029914447,144.91,2.1383
DES6,305.45,0.221,0.196145494,115.87,1.607
DES32,294.65,0.1593,0.158205412,147.97,3.1245
DES40,319.35,0.108,0.121377922,207.24,5.7679
DES33,322.45,0.0346,0.034666571,127.15,3.526
DES33,308.65,0.0637,0.061341804,127.15,3.526
DES17,320.15,0.0437,0.050613801,159.48,3.986
DES3,309.35,0.0249,0.02318499,81.46,2.1223
DES25,317.85,0.2901,0.216844049,134.52,6.6294
DES35,317.05,0.0337,0.033916619,103.72,4.329
DES43,307.05,0.086,0.086405454,193.22,5.9831
DES8,322.45,0.065,0.066801357,103.98,2.9856
DES2,320.95,0.0184,0.016362413,87.66,1.7208
DES19,310.15,0.065,0.066697722,121.1,4.789
DES42,295.45,0.194,0.192839297,207.0,4.7626
DES40,313.25,0.154,0.167051883,207.24,5.7679
DES29,306.25,0.264,0.251872695,191.58,8.0651
DES22,307.05,0.7876,0.788675708,179.6,4.5615
DES6,317.05,0.126,0.10365202,115.87,1.607
DES27,323.25,0.137,0.135525946,218.5,5.6241
DES13,305.55,0.057,0.057274814,147.54,4.5794
DES19,320.15,0.042,0.043306962,121.1,4.789
DES23,293.05,1.855,1.855751887,158.39,5.2508
DES42,296.25,0.187,0.184218471,207.0,4.7626
DES22,299.35,1.6281,1.487686467,179.6,4.5615
DES12,302.45,0.062,0.063304527,146.7,3.3588
DES33,307.05,0.0684,0.06608857,127.15,3.526
DES24,312.45,0.2912,0.300057216,145.13,5.9401
DES18,305.55,0.0756,0.082907868,135.86,4.3875
DES4,319.35,0.0139,0.012192266,77.58,2.5238
DES12,306.25,0.052,0.053244259,146.7,3.3588
DES44,294.65,0.144,0.143279834,184.61,7.2036
DES29,300.15,0.382,0.366892279,191.58,8.0651
DES18,296.25,0.1348,0.136804735,135.86,4.3875
DES44,317.85,0.046,0.049045448,184.61,7.2036
DES4,300.15,0.0249,0.024814431,77.58,2.5238
DES25,299.35,0.8441,0.768299517,134.52,6.6294
DES38,310.15,0.306,0.302241078,149.67,4.3893
DES44,298.55,0.116,0.116027614,184.61,7.2036
DES22,318.65,0.2996,0.364592851,179.6,4.5615
DES14,307.05,0.055,0.05418995,148.07,5.7999
DES2,301.65,0.0339,0.034541422,87.66,1.7208
DES11,320.95,0.029,0.029075305,144.91,2.1383
DES9,296.25,0.255,0.251803514,101.61,3.6749
DES32,313.25,0.0646,0.061225869,147.97,3.1245
DES20,300.85,0.1119,0.111145815,109.3,5.1905
DES38,315.55,0.215,0.219560133,149.67,4.3893
DES43,304.75,0.096,0.09618773,193.22,5.9831
DES20,300.15,0.1163,0.115640894,109.3,5.1905
DES25,301.65,0.7254,0.637452463,134.52,6.6294
DES5,323.25,0.0109,0.009374729,74.48,2.9253
DES27,304.75,0.366,0.351157182,218.5,5.6241
DES37,312.45,0.311,0.305611612,138.15,3.7
DES8,306.25,0.149,0.152037753,103.98,2.9856
DES10,304.75,0.128,0.125368469,99.7,4.3641
DES45,294.65,0.13,0.128591569,177.72,8.4242
DES30,323.25,0.105,0.094911751,183.3,9.2857
DES14,320.15,0.033,0.032140783,148.07,5.7999
DES30,304.75,0.251,0.239215903,183.3,9.2857
DES23,299.35,1.1149,1.028479075,158.39,5.2508
DES41,306.25,0.168,0.163554899,236.27,3.542
DES23,293.85,1.8019,1.711855053,158.39,5.2508
DES39,322.45,0.118,0.127675246,168.09,5.0786
DES45,312.45,0.053,0.055164019,177.72,8.4242
DES15,293.85,0.109,0.10818498,148.49,7.0204
DES2,310.15,0.0249,0.024207398,87.66,1.7208
DES10,320.95,0.059,0.056188681,99.7,4.3641
DES41,310.95,0.134,0.130737791,236.27,3.542
DES10,308.65,0.105,0.101185773,99.7,4.3641
DES12,317.05,0.034,0.034321096,146.7,3.3588
DES13,318.65,0.034,0.033595825,147.54,4.5794
DES7,306.25,0.176,0.179753906,107.78,2.2963
DES27,317.05,0.195,0.180380481,218.5,5.6241
DES41,302.45,0.203,0.198721401,236.27,3.542
DES30,301.65,0.3,0.288526312,183.3,9.2857
DES44,320.95,0.04,0.043675423,184.61,7.2036
DES4,303.25,0.0219,0.021816307,77.58,2.5238
DES30,299.35,0.346,0.334134134,183.3,9.2857
DES32,316.25,0.0562,0.053910172,147.97,3.1245
DES33,302.45,0.0862,0.082834852,127.15,3.526
DES20,305.55,0.0868,0.086272082,109.3,5.1905
DES41,317.85,0.097,0.096911817,236.27,3.542
DES29,320.95,0.131,0.118952378,191.58,8.0651
DES5,318.65,0.0119,0.010799334,74.48,2.9253
DES33,307.85,0.0665,0.063655275,127.15,3.526
DES40,310.95,0.177,0.190212407,207.24,5.7679
DES45,321.65,0.035,0.038774398,177.72,8.4242
DES23,315.55,0.2983,0.32100501,158.39,5.2508
DES17,308.65,0.0745,0.082949315,159.48,3.986
DES20,310.95,0.0657,0.066104097,109.3,5.1905
DES39,308.65,0.273,0.273029231,168.09,5.0786
DES14,298.55,0.081,0.080971589,148.07,5.7999
DES15,323.25,0.031,0.02972337,148.49,7.0204
DES34,309.35,0.0534,0.052180255,114.13,3.9275
DES33,323.25,0.0327,0.033654508,127.15,3.526
DES24,293.85,1.2878,1.236194425,145.13,5.9401
DES14,317.85,0.036,0.034976762,148.07,5.7999
DES18,318.55,0.0393,0.046446464,135.86,4.3875
DES43,302.45,0.108,0.107531156,193.22,5.9831
DES41,314.75,0.112,0.11042195,236.27,3.542
DES34,316.25,0.0393,0.038896226,114.13,3.9275
DES23,316.25,0.2824,0.307823997,158.39,5.2508
DES4,320.95,0.0129,0.011585281,77.58,2.5238
DES22,308.65,0.6874,0.700877881,179.6,4.5615
DES33,293.85,0.133,0.133293126,127.15,3.526
DES24,316.25,0.2276,0.239352508,145.13,5.9401
DES4,323.25,0.0129,0.0107851,77.58,2.5238
DES19,305.55,0.0826,0.083396455,121.1,4.789
DES43,323.25,0.041,0.044861858,193.22,5.9831
DES18,320.15,0.0371,0.043586761,135.86,4.3875
DES11,300.15,0.066,0.068844909,144.91,2.1383
DES8,314.75,0.094,0.095971262,103.98,2.9856
DES19,304.75,0.0854,0.086860046,121.1,4.789
DES28,304.75,0.325,0.312301185,201.94,6.8446
DES24,310.15,0.3443,0.346948841,145.13,5.9401
DES25,313.25,0.3666,0.284298386,134.52,6.6294
DES3,297.85,0.0379,0.038026957,81.46,2.1223
DES40,303.95,0.286,0.293151162,207.24,5.7679
DES29,317.05,0.155,0.142554445,191.58,8.0651
DES25,320.95,0.2558,0.182962173,134.52,6.6294
DES23,303.25,0.7868,0.746653277,158.39,5.2508
DES45,323.25,0.033,0.036636286,177.72,8.4242
DES2,296.25,0.0429,0.044462394,87.66,1.7208
DES30,295.45,0.447,0.435777023,183.3,9.2857
DES40,312.45,0.162,0.174659499,207.24,5.7679
DES8,310.95,0.115,0.116865768,103.98,2.9856
DES37,307.85,0.429,0.408123142,138.15,3.7
DES42,309.35,0.094,0.095007657,207.0,4.7626
DES13,295.45,0.094,0.09402033,147.54,4.5794
DES30,294.65,0.47,0.461483633,183.3,9.2857
DES32,321.65,0.044,0.043481646,147.97,3.1245
DES24,321.65,0.1626,0.178211581,145.13,5.9401
DES42,293.85,0.213,0.211763008,207.0,4.7626
DES9,311.65,0.101,0.099901316,101.61,3.6749
DES37,300.15,0.777,0.70850932,138.15,3.7
DES9,318.65,0.072,0.071011177,101.61,3.6749
DES5,315.55,0.0129,0.011937996,74.48,2.9253
DES34,314.75,0.0421,0.041352321,114.13,3.9275
DES36,303.25,0.706,0.662159482,128.94,3.0108
DES17,303.95,0.0965,0.104399932,159.48,3.986
DES3,300.95,0.0329,0.032977555,81.46,2.1223
DES37,297.75,0.923,0.859082023,138.15,3.7
DES22,297.75,1.8944,1.725102859,179.6,4.5615
DES24,318.55,0.1969,0.210350814,145.13,5.9401
DES33,320.15,0.0374,0.037821249,127.15,3.526
DES35,297.85,0.0843,0.082342723,103.72,4.329
DES13,316.25,0.037,0.036762222,147.54,4.5794
DES29,301.65,0.345,0.333042067,191.58,8.0651
DES19,303.25,0.0921,0.093893654,121.1,4.789
DES11,323.25,0.027,0.026837923,144.91,2.1383
DES14,317.05,0.037,0.036044436,148.07,5.7999
DES10,293.05,0.265,0.265553797,99.7,4.3641
DES2,307.85,0.0269,0.026530471,87.66,1.7208
DES20,296.25,0.1459,0.145681343,109.3,5.1905
DES2,320.15,0.0189,0.016810746,87.66,1.7208
DES27,310.15,0.274,0.257337045,218.5,5.6241
DES24,313.95,0.2629,0.273902414,145.13,5.9401
DES41,320.15,0.088,0.088311446,236.27,3.542
DES12,298.55,0.075,0.076509557,146.7,3.3588
DES28,293.05,0.697,0.69619308,201.94,6.8446
DES15,306.25,0.058,0.058205244,148.49,7.0204
DES22,322.45,0.2282,0.293588161,179.6,4.5615
DES32,310.15,0.074,0.070283331,147.97,3.1245
DES35,323.25,0.0262,0.026834618,103.72,4.329
DES8,297.05,0.277,0.274478996,103.98,2.9856
DES34,298.55,0.0908,0.088853594,114.13,3.9275
DES23,311.65,0.3939,0.409898102,158.39,5.2508
DES14,300.15,0.075,0.074739922,148.07,5.7999
DES5,319.35,0.0119,0.010563567,74.48,2.9253
DES29,293.85,0.582,0.570900072,191.58,8.0651
DES25,303.25,0.6542,0.563117566,134.52,6.6294
DES18,312.45,0.0525,0.060053467,135.86,4.3875
DES20,297.05,0.1396,0.138740214,109.3,5.1905
DES17,300.15,0.1218,0.127553074,159.48,3.986
DES44,293.05,0.158,0.156945753,184.61,7.2036
DES2,306.25,0.0279,0.028330993,87.66,1.7208
DES5,298.55,0.0219,0.022517998,74.48,2.9253
DES45,302.45,0.086,0.085996625,177.72,8.4242
DES28,298.55,0.477,0.46575013,201.94,6.8446
DES29,308.65,0.233,0.219797375,191.58,8.0651
DES45,299.35,0.101,0.100240479,177.72,8.4242
DES6,316.25,0.13,0.107867608,115.87,1.607
DES34,307.85,0.058,0.055865064,114.13,3.9275
DES29,317.85,0.149,0.137228763,191.58,8.0651
DES45,293.85,0.136,0.134454138,177.72,8.4242
DES39,301.65,0.454,0.437249438,168.09,5.0786
DES18,297.75,0.1216,0.125441148,135.86,4.3875
DES6,308.55,0.186,0.163171237,115.87,1.607
DES9,309.35,0.114,0.112802957,101.61,3.6749
DES14,305.55,0.058,0.057934296,148.07,5.7999
DES40,304.75,0.271,0.278139227,207.24,5.7679
DES39,305.55,0.339,0.333491238,168.09,5.0786
DES38,320.95,0.155,0.16441336,149.67,4.3893
DES14,321.65,0.031,0.030460659,148.07,5.7999
DES32,315.55,0.058,0.055505691,147.97,3.1245
DES13,320.95,0.032,0.030905227,147.54,4.5794
DES5,321.65,0.0109,0.009838262,74.48,2.9253
DES37,295.45,1.117,1.044706145,138.15,3.7
DES35,320.15,0.0299,0.030089846,103.72,4.329
DES2,305.55,0.0289,0.029171658,87.66,1.7208
DES32,317.85,0.0524,0.050491644,147.97,3.1245
DES45,304.75,0.077,0.077147271,177.72,8.4242
DES15,313.25,0.044,0.043226314,148.49,7.0204
DES19,307.05,0.0758,0.077386801,121.1,4.789
DES38,311.65,0.277,0.275638264,149.67,4.3893
DES30,307.85,0.213,0.200493911,183.3,9.2857
DES45,300.85,0.093,0.092980069,177.72,8.4242
DES28,323.25,0.129,0.120669545,201.94,6.8446
DES43,309.35,0.077,0.077926378,193.22,5.9831
DES9,295.45,0.269,0.266412775,101.61,3.6749
DES23,321.65,0.1953,0.226768806,158.39,5.2508
DES7,312.45,0.124,0.126300648,107.78,2.2963
DES2,313.25,0.0229,0.021498851,87.66,1.7208
DES12,321.65,0.029,0.029046058,146.7,3.3588
DES44,320.15,0.041,0.044980145,184.61,7.2036
DES7,315.55,0.105,0.107406224,107.78,2.2963
DES2,321.65,0.0179,0.015983744,87.66,1.7208
DES22,315.55,0.385,0.440280277,179.6,4.5615
DES32,297.05,0.1405,0.137376646,147.97,3.1245
DES13,315.55,0.038,0.037763223,147.54,4.5794
DES40,293.85,0.634,0.620353136,207.24,5.7679
DES45,301.65,0.089,0.08939626,177.72,8.4242
DES20,298.55,0.1282,0.126864353,109.3,5.1905
DES42,316.25,0.068,0.070743149,207.0,4.7626
DES18,323.25,0.0327,0.038697958,135.86,4.3875
DES40,307.05,0.229,0.240254259,207.24,5.7679
DES36,307.05,0.528,0.510459596,128.94,3.0108
DES34,322.45,0.0299,0.030622797,114.13,3.9275
DES39,300.85,0.48,0.463582987,168.09,5.0786
DES38,308.65,0.342,0.332337264,149.67,4.3893
DES42,304.75,0.118,0.11786403,207.0,4.7626
DES24,293.05,1.3338,1.334540978,145.13,5.9401
DES6,293.05,0.458,0.466739557,115.87,1.607
DES28,320.95,0.146,0.133711055,201.94,6.8446
DES35,313.25,0.0402,0.039582328,103.72,4.329
DES24,309.35,0.3643,0.3655077,145.13,5.9401
DES39,318.65,0.145,0.154525592,168.09,5.0786
DES25,321.65,0.2453,0.176302732,134.52,6.6294
DES27,318.65,0.179,0.167084963,218.5,5.6241
DES5,317.85,0.0119,0.011077993,74.48,2.9253
DES42,312.45,0.081,0.082890982,207.0,4.7626
DES14,315.55,0.039,0.038171118,148.07,5.7999
DES34,304.75,0.0665,0.064678769,114.13,3.9275
DES37,300.85,0.719,0.671151243,138.15,3.7
DES39,307.05,0.303,0.302246296,168.09,5.0786
DES4,310.95,0.0169,0.016244313,77.58,2.5238
DES17,313.25,0.0591,0.067348515,159.48,3.986
DES41,303.95,0.189,0.183729266,236.27,3.542
DES34,310.95,0.0496,0.048604629,114.13,3.9275
DES3,303.25,0.0299,0.029805564,81.46,2.1223
DES5,317.05,0.0129,0.011366914,74.48,2.9253
DES12,295.45,0.089,0.089792354,146.7,3.3588
DES44,317.05,0.047,0.050578405,184.61,7.2036
DES7,298.55,0.297,0.297226723,107.78,2.2963
DES43,316.25,0.056,0.058404501,193.22,5.9831
DES34,294.65,0.1115,0.110598741,114.13,3.9275
DES41,294.65,0.312,0.310107772,236.27,3.542
DES2,299.35,0.0369,0.038356162,87.66,1.7208
DES30,303.95,0.264,0.250798673,183.3,9.2857
DES41,319.35,0.091,0.091179653,236.27,3.542
DES32,308.65,0.0796,0.075325506,147.97,3.1245
DES13,302.45,0.065,0.066088403,147.54,4.5794
DES8,303.25,0.18,0.182140489,103.98,2.9856
DES39,298.55,0.579,0.551791225,168.09,5.0786
DES27,305.55,0.347,0.334667662,218.5,5.6241
DES40,317.85,0.118,0.130884824,207.24,5.7679
DES27,293.05,0.784,0.783736085,218.5,5.6241
DES43,312.45,0.066,0.068197294,193.22,5.9831
