iter	RMSE
0	0.2866991044
1	0.2762692517
2	0.2666936802
3	0.2578361072
4	0.2493661873
5	0.2412177205
6	0.2331678551
7	0.2253760404
8	0.2173171549
9	0.2100544069
10	0.2028301094
11	0.1960884593
12	0.1898147897
13	0.1837429545
14	0.1778653319
15	0.1720581787
16	0.1660966116
17	0.1608261214
18	0.1557438678
19	0.1503684105
20	0.1454124714
21	0.1407475409
22	0.1365666218
23	0.1321145338
24	0.1279272464
25	0.1239284185
26	0.1198191313
27	0.1161976688
28	0.1125801528
29	0.1092297668
30	0.1058514808
31	0.1025923121
32	0.09968759882
33	0.09686235821
34	0.09403732359
35	0.09123016185
36	0.08857654971
37	0.08583744158
38	0.08342552294
39	0.08086364516
40	0.07863873682
41	0.07634291656
42	0.07416320942
43	0.07196009615
44	0.06995927785
45	0.06797178288
46	0.06626873272
47	0.06449831197
48	0.06282830404
49	0.06114755697
50	0.05960857663
51	0.05813217523
52	0.05665806354
53	0.05548640128
54	0.05410615685
55	0.05284403239
56	0.05143571553
57	0.05017364141
58	0.04905787329
59	0.04788706985
60	0.04671888589
61	0.04563737313
62	0.04464348894
63	0.04353695384
64	0.04251544213
65	0.04156215849
66	0.04074891829
67	0.03984402286
68	0.03902421603
69	0.03814767084
70	0.03735708285
71	0.03656837628
72	0.03576909925
73	0.03511691614
74	0.03439183647
75	0.03369128272
76	0.0330412992
77	0.03236002767
78	0.03173346774
79	0.03117208501
80	0.03059799687
81	0.03001916327
82	0.02949555168
83	0.02896049663
84	0.02842893823
85	0.02791418656
86	0.02743015244
87	0.02694360131
88	0.02644492269
89	0.02597836126
90	0.02548468019
91	0.02505602958
92	0.02459241069
93	0.02418686063
94	0.02381963637
95	0.02347204701
96	0.02309661662
97	0.0227814897
98	0.02245435096
99	0.02214134153
100	0.02181581474
101	0.02148853138
102	0.02117844085
103	0.02091676825
104	0.02064235807
105	0.02030148964
106	0.02002967845
107	0.01977699785
108	0.01959110194
109	0.01933214252
110	0.01904614321
111	0.01882655159
112	0.01858139538
113	0.01836317119
114	0.0181383205
115	0.01795504656
116	0.0177520976
117	0.01758267658
118	0.01744432351
119	0.01728559744
120	0.01708906805
121	0.01689668664
122	0.01669428431
123	0.01648720749
124	0.01635456318
125	0.01614700486
126	0.01600064986
127	0.01581459917
128	0.01563484904
129	0.01545899963
130	0.01528499946
131	0.01511092639
132	0.01502238691
133	0.01490556162
134	0.0148260457
135	0.01467193856
136	0.0145984218
137	0.01448815652
138	0.01438973762
139	0.01426253965
140	0.01416191773
141	0.0140197223
142	0.01392631459
143	0.01383375644
144	0.01373083232
145	0.01367987188
146	0.01356120587
147	0.01350456591
148	0.01340476259
149	0.01332650334
150	0.01328020596
151	0.01318865335
152	0.01307159924
153	0.01298448349
154	0.01289988387
155	0.01283880768
156	0.01272662289
157	0.01261584742
158	0.01254606378
159	0.01243572289
160	0.01238803797
161	0.01235015195
162	0.01226940222
163	0.01220496316
164	0.01211164127
165	0.01207359414
166	0.01203599
167	0.0119840429
168	0.01191707585
169	0.01186358237
170	0.01182705034
171	0.01176898023
172	0.01168441482
173	0.011602228
174	0.01151186565
175	0.01147802524
176	0.01145726984
177	0.01140292102
178	0.01137162987
179	0.01134081818
180	0.01127220334
181	0.01124149744
182	0.01121520493
183	0.01113839814
184	0.01110958289
185	0.01106354756
186	0.01103687585
187	0.01101043919
188	0.01098439429
189	0.01089957217
190	0.01085634012
191	0.010831695
192	0.01078340341
193	0.0107102162
194	0.01068579026
195	0.01065483386
196	0.01063287936
197	0.01057920508
198	0.01055662217
199	0.01053254528
200	0.01046302407
201	0.01039604668
202	0.010349583
203	0.01032875569
204	0.01030717949
205	0.01024948121
206	0.0102296481
207	0.01021019866
208	0.01016835898
209	0.01014961981
210	0.01012779757
211	0.01010990991
212	0.01009115054
213	0.01003504141
214	0.009985743209
215	0.009968987519
216	0.009952782084
217	0.009935200068
218	0.009917788811
219	0.00987467784
220	0.009837069653
221	0.009822110844
222	0.009807397157
223	0.009764436336
224	0.009709984994
225	0.009657431479
226	0.009642237052
227	0.009627202275
228	0.009567650089
229	0.009554179109
230	0.009490477587
231	0.009477338676
232	0.009463313839
233	0.009430392672
234	0.009381319955
235	0.009366851824
236	0.009328885493
237	0.009283528241
238	0.009265756536
239	0.009248757692
240	0.009232210674
241	0.009220632501
242	0.00916669326
243	0.009155298255
244	0.009119013278
245	0.009075488342
246	0.009057534186
247	0.008998499235
248	0.008985814315
249	0.008973356045
250	0.008931236858
251	0.008899612917
252	0.008874021582
253	0.008825872599
254	0.00879721229
255	0.008776012355
256	0.008750529687
257	0.008702552404
258	0.008690887199
259	0.008676672332
260	0.008665489268
261	0.008654601809
262	0.00861251001
263	0.008603048859
264	0.008565167753
265	0.00852743801
266	0.008514428492
267	0.008495594077
268	0.008467412865
269	0.008425730032
270	0.008412872754
271	0.008399333498
272	0.008387105881
273	0.008372944663
274	0.008364212931
275	0.008324675018
276	0.008315549752
277	0.00829833972
278	0.008248058049
279	0.008235742897
280	0.008221268638
281	0.008184945778
282	0.008175874176
283	0.008136083586
284	0.008098886159
285	0.008089703841
286	0.008077996062
287	0.008070258699
288	0.008033670019
289	0.008025175627
290	0.00798998751
291	0.007958415416
292	0.00794714232
293	0.007913777965
294	0.007901693594
295	0.007889065297
296	0.007881205149
297	0.00786008513
298	0.007848495256
299	0.007814548722
300	0.007803785329
301	0.007778197551
302	0.007741964379
303	0.007717005222
304	0.007708192298
305	0.007698217067
306	0.007673749628
307	0.00766381489
308	0.007654190901
309	0.007644865313
310	0.007629854596
311	0.00760479949
312	0.007581596048
313	0.007574540489
314	0.007544904697
315	0.007513041948
316	0.007506118696
317	0.00747651016
318	0.007467633628
319	0.007458306834
320	0.007439583956
321	0.007410017256
322	0.007384024077
323	0.007364853247
324	0.007355680796
325	0.007342621937
326	0.00732380048
327	0.007297534138
328	0.007290901665
329	0.007262545254
330	0.007256062321
331	0.007230770167
332	0.007206389165
333	0.007181242825
334	0.007174863236
335	0.007151065488
336	0.007139200122
337	0.007114976153
338	0.007108918811
339	0.007090746723
340	0.007084814249
341	0.007078982635
342	0.007052283846
343	0.007034056109
344	0.007028357578
345	0.007011085891
346	0.006995964825
347	0.006974075882
348	0.00696853941
349	0.00694394719
350	0.00693821881
351	0.006921284952
352	0.006905017983
353	0.006889625809
354	0.006874873511
355	0.006869497794
356	0.006846881081
357	0.006824712027
358	0.006802122197
359	0.006796574613
360	0.006777007496
361	0.006756165162
362	0.006737925791
363	0.006723716509
364	0.006707154543
365	0.006691798896
366	0.006669288344
367	0.006654432794
368	0.006641761517
369	0.006619234094
370	0.006604441617
371	0.006588637003
372	0.006583095217
373	0.006561965851
374	0.006543870418
375	0.006538430459
376	0.006526212759
377	0.006521127102
378	0.006503438221
379	0.006498468047
380	0.006480787659
381	0.006464692883
382	0.006450371949
383	0.006445232384
384	0.006423202847
385	0.006418198506
386	0.006401978529
387	0.006389693162
388	0.006374126921
389	0.006360398427
390	0.00635475818
391	0.006338996817
392	0.00633443667
393	0.006321872468
394	0.006317403673
395	0.006313031656
396	0.006292690432
397	0.006277341232
398	0.006260471043
399	0.006250713624
400	0.006240074097
401	0.006235375929
402	0.006230217208
403	0.006226097702
404	0.00621231713
405	0.006199393595
406	0.006182630436
407	0.006171258956
408	0.006154314675
